Irradiance,BodyTemperature,RelativeHumidity,Pressure,SunZenith,Month,Day,Hour,DayOfTheYear,UnixTime,DayLength
40.11,16.38,3.33,996.625,9.39168603819259,10,4,8,277,1538641803.0,11.618611111111111
65.0,16.87,3.4,998.5,11.8033665412726,10,4,8,277,1538642703.0,11.618611111111111
74.31,17.85,3.6,1002.34375,14.1770503517883,10,4,9,277,1538643603.0,11.618611111111111
78.73,18.33,3.66,1003.8125,16.5028604516107,10,4,9,277,1538644503.0,11.618611111111111
119.49,18.07,3.58,1003.0625,18.7715588555315,10,4,9,277,1538645403.0,11.618611111111111
182.29,18.26,3.65,1003.71875,20.9738524396089,10,4,9,277,1538646303.0,11.618611111111111
134.31,17.39,3.48,1000.78125,23.1000242456438,10,4,10,277,1538647203.0,11.618611111111111
97.12,16.67,3.35,998.0,25.1399962016263,10,4,10,277,1538648104.0,11.618611111111111
136.27,16.53,3.35,997.09375,27.082901115544,10,4,10,277,1538649003.0,11.618611111111111
161.95,17.25,3.49,999.9375,28.9173715822926,10,4,10,277,1538649903.0,11.618611111111111
172.24,17.43,3.49,1000.84375,30.6315486928937,10,4,11,277,1538650803.0,11.618611111111111
230.59,17.93,3.61,1002.75,32.2129599360328,10,4,11,277,1538651703.0,11.618611111111111
292.9,17.58,3.51,1001.375,33.6490224759766,10,4,11,277,1538652603.0,11.618611111111111
674.02,19.28,3.82,1007.4375,34.9269595180599,10,4,11,277,1538653503.0,11.618611111111111
272.09,19.01,3.74,1006.15625,36.0345069239798,10,4,12,277,1538654403.0,11.618611111111111
280.1,18.33,3.61,1003.75,36.9600221136224,10,4,12,277,1538655303.0,11.618611111111111
215.06,17.79,3.55,1001.84375,37.6930460621282,10,4,12,277,1538656203.0,11.618611111111111
171.38,17.57,3.51,1000.8125,38.224818851387,10,4,12,277,1538657103.0,11.618611111111111
191.63,18.07,3.65,1003.1875,38.5486539857361,10,4,13,277,1538658003.0,11.618611111111111
341.5,18.48,3.7,1004.6875,38.6603661770462,10,4,13,277,1538658903.0,11.618611111111111
585.88,19.76,3.88,1008.78125,38.5584685927564,10,4,13,277,1538659803.0,11.618611111111111
615.69,21.33,4.12,1014.59375,38.2442818236109,10,4,13,277,1538660703.0,11.618611111111111
678.0,20.46,4.0,1011.59375,37.7218659891459,10,4,14,277,1538661603.0,11.618611111111111
639.88,20.96,4.08,1013.40625,36.9977564075607,10,4,14,277,1538662503.0,11.618611111111111
628.98,21.98,4.23,1017.0625,36.0806218669563,10,4,14,277,1538663403.0,11.618611111111111
598.38,22.07,4.22,1017.40625,34.9808365152078,10,4,14,277,1538664303.0,11.618611111111111
559.68,22.32,4.31,1018.28125,33.7099139473347,10,4,15,277,1538665203.0,11.618611111111111
548.77,22.26,4.3,1017.9375,32.2802214542117,10,4,15,277,1538666103.0,11.618611111111111
544.02,22.22,4.26,1017.59375,30.7043438105844,10,4,15,277,1538667003.0,11.618611111111111
466.89,21.93,4.25,1017.0625,28.9950149480877,10,4,15,277,1538667903.0,11.618611111111111
420.04,22.65,4.44,1019.84375,27.1645570158543,10,4,16,277,1538668803.0,11.618611111111111
386.84,23.86,4.68,1023.9375,25.2249926572526,10,4,16,277,1538669703.0,11.618611111111111
351.83,24.95,4.85,1028.3125,23.1876502722955,10,4,16,277,1538670603.0,11.618611111111111
313.11,25.27,4.87,1029.375,21.0633300050967,10,4,16,277,1538671503.0,11.618611111111111
271.2,25.08,4.84,1028.40625,18.8622483173661,10,4,17,277,1538672403.0,11.618611111111111
235.9,25.6,4.98,1031.34375,16.5940693328097,10,4,17,277,1538673303.0,11.618611111111111
195.89,24.97,4.82,1028.1875,14.2681459974462,10,4,17,277,1538674203.0,11.618611111111111
50.87,22.77,4.42,1020.15625,11.893593038571,10,4,17,277,1538675103.0,11.618611111111111
39.64,20.57,4.08,1012.28125,9.48033213520198,10,4,18,277,1538676003.0,11.618611111111111
30.02,19.59,3.94,1008.78125,7.04030099505584,10,4,18,277,1538676903.0,11.618611111111111
20.5,19.52,3.92,1008.40625,4.59240737483456,10,4,18,277,1538677803.0,11.618611111111111
11.47,18.91,3.81,1006.28125,2.18055572927543,10,4,18,277,1538678703.0,11.618611111111111
4.33,18.67,3.78,1005.28125,-0.0647669426711814,10,4,19,277,1538679603.0,11.618611111111111
8.32,11.82,2.49,980.09375,1.8897554738418,10,5,7,278,1538725503.0,11.563611111111111
12.14,12.03,2.56,981.40625,4.28279377157415,10,5,8,278,1538726403.0,11.563611111111111
16.92,12.42,2.62,982.6875,6.72053489962253,10,5,8,278,1538727303.0,11.563611111111111
20.05,12.71,2.67,983.625,9.15289577998701,10,5,8,278,1538728203.0,11.563611111111111
82.64,13.25,2.77,985.59375,11.5594304975758,10,5,8,278,1538729103.0,11.563611111111111
136.18,13.75,2.82,987.5,13.9276462669468,10,5,9,278,1538730003.0,11.563611111111111
143.57,14.12,2.91,988.5,16.2474772561204,10,5,9,278,1538730903.0,11.563611111111111
178.09,14.85,3.04,991.28125,18.5096852308386,10,5,9,278,1538731803.0,11.563611111111111
254.24,16.4,3.36,997.0,20.7048817273978,10,5,9,278,1538732703.0,11.563611111111111
274.14,16.76,3.37,998.34375,22.8234887874753,10,5,10,278,1538733603.0,11.563611111111111
496.39,17.84,3.59,1002.34375,24.8552789375087,10,5,10,278,1538734503.0,11.563611111111111
427.8,19.85,3.95,1009.25,26.7895635870504,10,5,10,278,1538735403.0,11.563611111111111
459.92,20.52,4.08,1011.875,28.6150326624655,10,5,10,278,1538736303.0,11.563611111111111
492.73,21.26,4.13,1013.84375,30.319853228989,10,5,11,278,1538737203.0,11.563611111111111
519.67,20.97,4.08,1013.34375,31.8917607719168,10,5,11,278,1538738103.0,11.563611111111111
543.94,21.95,4.27,1016.8125,33.3181757494329,10,5,11,278,1538739003.0,11.563611111111111
565.26,21.68,4.22,1016.0,34.5866520182879,10,5,11,278,1538739903.0,11.563611111111111
582.86,22.71,4.35,1019.21875,35.6849880051927,10,5,12,278,1538740803.0,11.563611111111111
597.41,22.41,4.34,1018.5,36.601772557235,10,5,12,278,1538741703.0,11.563611111111111
608.63,22.82,4.38,1020.03125,37.3267637967715,10,5,12,278,1538742603.0,11.563611111111111
618.06,23.43,4.5,1022.03125,37.8513686108631,10,5,12,278,1538743503.0,11.563611111111111
623.84,23.63,4.5,1022.5625,38.1690825213005,10,5,13,278,1538744403.0,11.563611111111111
624.31,23.39,4.48,1022.0625,38.275834290449,10,5,13,278,1538745303.0,11.563611111111111
621.12,23.46,4.5,1022.21875,38.1702287143555,10,5,13,278,1538746203.0,11.563611111111111
619.53,25.46,4.83,1029.4375,37.853621134748,10,5,13,278,1538747103.0,11.563611111111111
610.91,24.89,4.68,1027.5,37.3300311383252,10,5,14,278,1538748003.0,11.563611111111111
599.94,23.95,4.58,1023.875,36.6059620103597,10,5,14,278,1538748903.0,11.563611111111111
584.66,24.69,4.74,1027.78125,35.6899303861056,10,5,14,278,1538749803.0,11.563611111111111
564.25,25.83,4.94,1031.875,34.5921668630841,10,5,14,278,1538750703.0,11.563611111111111
539.41,26.08,4.99,1032.46875,33.3240558034234,10,5,15,278,1538751603.0,11.563611111111111
512.66,25.5,4.87,1030.40625,31.8977809394817,10,5,15,278,1538752503.0,11.563611111111111
482.03,27.12,5.15,1036.40625,30.3258237645528,10,5,15,278,1538753403.0,11.563611111111111
449.84,26.03,4.94,1032.09375,28.6206795526945,10,5,15,278,1538754303.0,11.563611111111111
420.24,25.92,4.98,1032.0,26.7946630893485,10,5,16,278,1538755203.0,11.563611111111111
386.58,26.18,5.02,1033.03125,24.8595116436186,10,5,16,278,1538756103.0,11.563611111111111
353.22,25.73,4.94,1031.25,22.8266426494037,10,5,16,278,1538757003.0,11.563611111111111
319.48,25.79,4.93,1031.15625,20.706680719733,10,5,16,278,1538757903.0,11.563611111111111
271.29,26.02,5.05,1032.71875,18.5098070087451,10,5,17,278,1538758803.0,11.563611111111111
237.31,27.97,5.4,1040.1875,16.2456548543812,10,5,17,278,1538759703.0,11.563611111111111
209.66,28.02,5.32,1039.65625,13.9235838765204,10,5,17,278,1538760603.0,11.563611111111111
59.44,25.53,4.87,1030.34375,11.5528046174677,10,5,17,278,1538761503.0,11.563611111111111
56.3,23.14,4.55,1021.5625,9.143391035362,10,5,18,278,1538762403.0,11.563611111111111
51.72,22.75,4.52,1020.59375,6.70785075840796,10,5,18,278,1538763303.0,11.563611111111111
37.03,22.03,4.38,1017.5625,4.26678144201153,10,5,18,278,1538764203.0,11.563611111111111
18.37,21.84,4.34,1016.90625,1.87078584793277,10,5,18,278,1538765103.0,11.563611111111111
13.46,14.15,2.96,989.0,1.67630102779146,10,6,7,279,1538811903.0,11.508611111111112
39.78,14.53,3.0,989.9375,4.05575341762203,10,6,8,279,1538812803.0,11.508611111111112
66.2,14.7,3.05,990.71875,6.48656877370512,10,6,8,279,1538813703.0,11.508611111111112
65.82,15.1,3.13,992.125,8.91363258496058,10,6,8,279,1538814603.0,11.508611111111112
76.53,15.78,3.26,994.9375,11.3149009289043,10,6,8,279,1538815503.0,11.508611111111112
116.04,16.44,3.36,996.8125,13.6775951105043,10,6,9,279,1538816403.0,11.508611111111112
117.47,16.59,3.38,997.90625,15.9914747439867,10,6,9,279,1538817303.0,11.508611111111112
134.31,17.42,3.51,1000.75,18.2471280566322,10,6,9,279,1538818203.0,11.508611111111112
112.76,17.63,3.59,1001.65625,20.4352796546861,10,6,9,279,1538819103.0,11.508611111111112
110.53,18.33,3.67,1003.71875,22.5462417752671,10,6,10,279,1538820003.0,11.508611111111112
126.86,18.53,3.74,1004.65625,24.5699543066701,10,6,10,279,1538820903.0,11.508611111111112
163.36,19.11,3.84,1006.9375,26.4956584698866,10,6,10,279,1538821803.0,11.508611111111112
215.91,20.57,4.07,1011.8125,28.3121756655078,10,6,10,279,1538822703.0,11.508611111111112
232.74,21.0,4.14,1013.78125,30.0077657145244,10,6,11,279,1538823603.0,11.508611111111112
199.37,22.14,4.35,1017.5,31.5702056541359,10,6,11,279,1538824503.0,11.508611111111112
233.12,23.07,4.55,1021.5,32.9871819894063,10,6,11,279,1538825403.0,11.508611111111112
516.75,24.65,4.77,1026.71875,34.2463088019842,10,6,11,279,1538826303.0,11.508611111111112
853.11,28.18,5.36,1040.46875,35.3355923913548,10,6,12,279,1538827203.0,11.508611111111112
292.3,28.57,5.42,1042.125,36.2438055875354,10,6,12,279,1538828103.0,11.508611111111112
266.65,27.21,5.05,1035.875,36.9609208701843,10,6,12,279,1538829003.0,11.508611111111112
246.73,24.38,4.65,1025.34375,37.4785215955539,10,6,12,279,1538829903.0,11.508611111111112
756.61,23.94,4.68,1024.25,37.7902662655799,10,6,13,279,1538830803.0,11.508611111111112
703.67,27.59,5.3,1038.1875,37.8922060394021,10,6,13,279,1538831703.0,11.508611111111112
650.25,26.98,5.0,1035.15625,37.783021457157,10,6,13,279,1538832603.0,11.508611111111112
394.34,27.21,5.1,1036.15625,37.4641026055361,10,6,13,279,1538833503.0,11.508611111111112
727.4,27.48,5.23,1037.9375,36.9394582003286,10,6,14,279,1538834403.0,11.508611111111112
780.19,27.69,5.24,1038.78125,36.2154775284334,10,6,14,279,1538835303.0,11.508611111111112
675.39,29.46,5.48,1045.34375,35.3005966670613,10,6,14,279,1538836203.0,11.508611111111112
623.86,29.06,5.33,1042.96875,34.2049364139854,10,6,14,279,1538837103.0,11.508611111111112
231.12,27.58,5.26,1038.0625,32.9396858129659,10,6,15,279,1538838003.0,11.508611111111112
383.63,26.88,5.16,1035.6875,31.5168622219968,10,6,15,279,1538838903.0,11.508611111111112
619.99,29.95,5.69,1047.75,29.9488386623397,10,6,15,279,1538839803.0,11.508611111111112
584.76,30.95,5.75,1050.9375,28.2479091196164,10,6,15,279,1538840703.0,11.508611111111112
291.3,29.16,5.44,1043.8125,26.4262905436538,10,6,16,279,1538841603.0,11.508611111111112
228.44,28.67,5.47,1042.5,24.4956343156574,10,6,16,279,1538842503.0,11.508611111111112
205.34,27.94,5.33,1039.3125,22.4672188696126,10,6,16,279,1538843403.0,11.508611111111112
188.48,27.96,5.34,1040.0,20.3516282068761,10,6,16,279,1538844303.0,11.508611111111112
168.02,25.93,4.96,1031.8125,18.1590273500629,10,6,17,279,1538845203.0,11.508611111111112
164.02,25.0,4.86,1028.4375,15.8989483601264,10,6,17,279,1538846103.0,11.508611111111112
187.41,25.13,4.91,1029.1875,13.5807352045667,10,6,17,279,1538847003.0,11.508611111111112
105.23,25.42,4.91,1029.71875,11.2137947448025,10,6,17,279,1538847903.0,11.508611111111112
57.7,24.44,4.76,1026.53125,8.80836720942056,10,6,18,279,1538848803.0,11.508611111111112
40.09,23.57,4.63,1023.125,6.37759462730842,10,6,18,279,1538849703.0,11.508611111111112
18.74,23.49,4.63,1023.15625,3.94404441338759,10,6,18,279,1538850603.0,11.508611111111112
6.44,23.12,4.55,1021.34375,1.56622946350933,10,6,18,279,1538851503.0,11.508611111111112
4.6,17.24,3.49,999.875,1.4643237060367,10,7,7,280,1538898303.0,11.453611111111112
11.6,16.98,3.46,999.0,3.82878365726472,10,7,8,280,1538899203.0,11.453611111111112
33.05,17.68,3.59,1001.75,6.25234734286796,10,7,8,280,1538900103.0,11.453611111111112
72.31,18.6,3.76,1005.09375,8.67386919465422,10,7,8,280,1538901003.0,11.453611111111112
67.32,18.3,3.71,1003.9375,11.0698472172753,10,7,8,280,1538901903.0,11.453611111111112
192.81,19.17,3.88,1006.9375,13.426959165287,10,7,9,280,1538902803.0,11.453611111111112
225.77,20.64,4.14,1012.46875,15.7348252645354,10,7,9,280,1538903703.0,11.453611111111112
254.59,20.4,4.09,1011.28125,17.9839476765987,10,7,9,280,1538904603.0,11.453611111111112
279.03,20.82,4.17,1012.84375,20.1650211495188,10,7,9,280,1538905503.0,11.453611111111112
148.81,20.88,4.14,1013.0,22.268448857162,10,7,10,280,1538906403.0,11.453611111111112
443.88,22.67,4.51,1019.96875,24.2840417340996,10,7,10,280,1538907303.0,11.453611111111112
372.79,24.28,4.65,1024.875,26.2012766029345,10,7,10,280,1538908203.0,11.453611111111112
487.12,24.6,4.83,1026.84375,28.0089154317841,10,7,10,280,1538909103.0,11.453611111111112
142.4,25.27,4.78,1028.3125,29.6953300365159,10,7,11,280,1538910003.0,11.453611111111112
156.45,22.3,4.27,1017.375,31.2484478637486,10,7,11,280,1538910903.0,11.453611111111112
547.01,20.6,4.09,1012.0625,32.6560646660034,10,7,11,280,1538911803.0,11.453611111111112
569.87,21.46,4.26,1015.625,33.9059988445805,10,7,11,280,1538912703.0,11.453611111111112
562.97,22.95,4.52,1020.84375,34.9863713310557,10,7,12,280,1538913603.0,11.453611111111112
584.87,23.15,4.47,1020.875,35.886206359527,10,7,12,280,1538914503.0,11.453611111111112
600.55,23.17,4.47,1021.15625,36.595613393561,10,7,12,280,1538915403.0,11.453611111111112
605.84,23.02,4.43,1020.34375,37.1063842639033,10,7,12,280,1538916303.0,11.453611111111112
626.67,23.15,4.48,1021.3125,37.4123150919957,10,7,13,280,1538917203.0,11.453611111111112
613.59,23.39,4.5,1021.75,37.5095888468469,10,7,13,280,1538918103.0,11.453611111111112
592.81,23.67,4.6,1023.25,37.3969637258118,10,7,13,280,1538919003.0,11.453611111111112
232.11,22.77,4.4,1019.5625,37.0758473602629,10,7,13,280,1538919903.0,11.453611111111112
649.49,23.1,4.56,1021.40625,36.550228248862,10,7,14,280,1538920803.0,11.453611111111112
491.15,23.22,4.5,1021.71875,35.8264238620743,10,7,14,280,1538921703.0,11.453611111111112
187.83,22.58,4.42,1019.71875,34.9127706690582,10,7,14,280,1538922603.0,11.453611111111112
205.11,22.49,4.42,1019.3125,33.8192317298122,10,7,14,280,1538923503.0,11.453611111111112
215.27,22.75,4.48,1020.28125,32.5568853901159,10,7,15,280,1538924403.0,11.453611111111112
178.5,22.71,4.45,1019.6875,31.1375721105474,10,7,15,280,1538925303.0,11.453611111111112
129.87,23.1,4.53,1021.03125,29.5734471987499,10,7,15,280,1538926203.0,11.453611111111112
115.53,22.81,4.51,1020.9375,27.8767936583553,10,7,15,280,1538927103.0,11.453611111111112
74.92,22.94,4.48,1020.6875,26.0595810795625,10,7,16,280,1538928003.0,11.453611111111112
50.37,22.47,4.44,1019.125,24.133467251387,10,7,16,280,1538928903.0,11.453611111111112
36.22,22.58,4.47,1019.71875,22.1095484639602,10,7,16,280,1538929803.0,11.453611111111112
44.91,22.71,4.48,1019.625,19.9983649833921,10,7,16,280,1538930703.0,11.453611111111112
57.05,22.55,4.45,1019.25,17.8099902357599,10,7,17,280,1538931603.0,11.453611111111112
84.4,22.67,4.48,1020.15625,15.5540308285235,10,7,17,280,1538932503.0,11.453611111111112
109.95,23.02,4.56,1021.125,13.2397880711483,10,7,17,280,1538933403.0,11.453611111111112
80.02,24.12,4.75,1025.09375,10.8767336355972,10,7,17,280,1538934303.0,11.453611111111112
57.19,24.24,4.74,1025.625,8.47539119458758,10,7,18,280,1538935203.0,11.453611111111112
33.93,23.88,4.68,1024.1875,6.04964314622737,10,7,18,280,1538936103.0,11.453611111111112
15.69,23.19,4.55,1021.625,3.6244253255026,10,7,18,280,1538937003.0,11.453611111111112
3.57,22.27,4.38,1018.09375,1.26753337554571,10,7,18,280,1538937903.0,11.453611111111112
5.75,17.46,3.56,1000.6875,1.25408704479844,10,8,7,281,1538984703.0,11.39861111111111
9.01,17.92,3.66,1002.65625,3.60205889008025,10,8,8,281,1538985603.0,11.39861111111111
16.79,18.62,3.76,1005.15625,6.01792377637936,10,8,8,281,1538986503.0,11.39861111111111
27.77,18.64,3.76,1004.75,8.4337049640245,10,8,8,281,1538987403.0,11.39861111111111
36.99,19.25,3.86,1007.21875,10.8243211671076,10,8,8,281,1538988303.0,11.39861111111111
42.25,19.6,3.94,1008.8125,13.1758082984276,10,8,9,281,1538989203.0,11.39861111111111
34.49,19.79,3.94,1009.15625,15.4776338267189,10,8,9,281,1538990103.0,11.39861111111111
48.46,19.71,3.95,1009.28125,17.720202464071,10,8,9,281,1538991003.0,11.39861111111111
44.09,20.01,4.01,1010.53125,19.8942436492237,10,8,9,281,1538991903.0,11.39861111111111
61.93,20.66,4.1,1012.15625,21.9901042861786,10,8,10,281,1538992803.0,11.39861111111111
63.67,20.42,4.07,1011.375,23.9976990230959,10,8,10,281,1538993703.0,11.39861111111111
79.35,21.08,4.19,1014.09375,25.9064582460569,10,8,10,281,1538994603.0,11.39861111111111
88.78,21.14,4.16,1013.90625,27.705313920922,10,8,10,281,1538995503.0,11.39861111111111
97.97,20.87,4.15,1013.15625,29.3826353510896,10,8,11,281,1538996403.0,11.39861111111111
109.97,21.64,4.3,1016.0625,30.926572797568,10,8,11,281,1538997303.0,11.39861111111111
134.94,22.27,4.39,1018.40625,32.3249650135484,10,8,11,281,1538998203.0,11.39861111111111
148.63,22.25,4.35,1018.15625,33.5658188366588,10,8,11,281,1538999103.0,11.39861111111111
140.94,19.89,3.89,1008.9375,34.6374804018155,10,8,12,281,1539000003.0,11.39861111111111
165.97,19.42,3.87,1007.875,35.529067685028,10,8,12,281,1539000903.0,11.39861111111111
179.43,19.6,3.91,1008.65625,36.2309475102421,10,8,12,281,1539001803.0,11.39861111111111
182.8,20.15,3.99,1010.59375,36.7350443712118,10,8,12,281,1539002703.0,11.39861111111111
191.2,19.71,3.9,1008.84375,37.0353281479235,10,8,13,281,1539003603.0,11.39861111111111
188.41,19.71,3.92,1009.15625,37.1280907691965,10,8,13,281,1539004503.0,11.39861111111111
192.91,19.58,3.88,1008.15625,37.0121570913977,10,8,13,281,1539005403.0,11.39861111111111
186.9,19.67,3.9,1008.5,36.6889664617657,10,8,13,281,1539006303.0,11.39861111111111
177.73,20.1,3.99,1010.0,36.1624681976959,10,8,14,281,1539007203.0,11.39861111111111
155.23,20.58,4.07,1011.5625,35.4389366549808,10,8,14,281,1539008103.0,11.39861111111111
155.09,20.65,4.09,1012.375,34.5265694349074,10,8,14,281,1539009003.0,11.39861111111111
141.71,21.71,4.26,1016.125,33.4352239396229,10,8,14,281,1539009903.0,11.39861111111111
160.5,22.48,4.41,1019.40625,32.1757604816156,10,8,15,281,1539010803.0,11.39861111111111
192.72,22.48,4.42,1019.15625,30.7599976714392,10,8,15,281,1539011703.0,11.39861111111111
196.89,23.1,4.55,1021.625,29.1998510080857,10,8,15,281,1539012603.0,11.39861111111111
193.19,23.47,4.57,1022.28125,27.5074599930306,10,8,15,281,1539013503.0,11.39861111111111
177.49,22.57,4.41,1019.28125,25.694715782066,10,8,16,281,1539014403.0,11.39861111111111
127.9,21.57,4.21,1015.4375,23.7731185078132,10,8,16,281,1539015303.0,11.39861111111111
98.16,21.57,4.28,1015.71875,21.7536723170948,10,8,16,281,1539016203.0,11.39861111111111
59.32,21.0,4.15,1013.625,19.6469497082273,10,8,16,281,1539017103.0,11.39861111111111
44.3,20.32,4.04,1011.4375,17.4628647198443,10,8,17,281,1539018003.0,11.39861111111111
38.2,20.24,4.04,1010.71875,15.2110121454287,10,8,17,281,1539018903.0,11.39861111111111
23.65,19.95,3.99,1009.71875,12.9007995092811,10,8,17,281,1539019803.0,11.39861111111111
14.58,20.95,4.19,1013.9375,10.5417948053592,10,8,17,281,1539020703.0,11.39861111111111
10.96,21.29,4.23,1014.8125,8.1446902274266,10,8,18,281,1539021603.0,11.39861111111111
10.02,20.92,4.17,1013.65625,5.72420716841549,10,8,18,281,1539022503.0,11.39861111111111
7.54,20.92,4.17,1013.75,3.30818943307578,10,8,18,281,1539023403.0,11.39861111111111
2.5,21.16,4.22,1014.09375,0.975249747343845,10,8,18,281,1539024303.0,11.39861111111111
6.99,15.14,3.13,992.125,1.04587846658783,10,9,7,282,1539071103.0,11.34388888888889
11.76,14.92,3.1,991.53125,3.37571199842118,10,9,8,282,1539072003.0,11.34388888888889
24.82,15.19,3.17,992.78125,5.78331433576324,10,9,8,282,1539072903.0,11.34388888888889
46.8,15.39,3.2,993.25,8.193213929091,10,9,8,282,1539073803.0,11.34388888888889
89.1,15.85,3.28,995.0,10.5783348082706,10,9,8,282,1539074703.0,11.34388888888889
177.67,17.89,3.71,1002.78125,12.9241465389934,10,9,9,282,1539075603.0,11.34388888888889
204.11,18.57,3.75,1004.3125,15.2199059657261,10,9,9,282,1539076503.0,11.34388888888889
240.8,18.57,3.82,1004.9375,17.4559823400783,10,9,9,282,1539077403.0,11.34388888888889
283.41,20.9,4.25,1013.28125,19.6229481771805,10,9,9,282,1539078303.0,11.34388888888889
318.9,22.34,4.45,1018.3125,21.7112827481885,10,9,10,282,1539079203.0,11.34388888888889
359.08,22.78,4.47,1019.5625,23.7108935186739,10,9,10,282,1539080103.0,11.34388888888889
394.3,22.98,4.55,1021.21875,25.6113002685216,10,9,10,282,1539081003.0,11.34388888888889
431.72,23.8,4.69,1023.6875,27.401416759144,10,9,10,282,1539081903.0,11.34388888888889
458.16,24.64,4.84,1026.8125,29.0697906651404,10,9,11,282,1539082803.0,11.34388888888889
487.38,25.08,4.91,1028.25,30.6046414692609,10,9,11,282,1539083703.0,11.34388888888889
520.02,24.95,4.73,1027.125,31.993946201442,10,9,11,282,1539084603.0,11.34388888888889
536.52,22.78,4.4,1019.21875,33.2259015373868,10,9,11,282,1539085503.0,11.34388888888889
559.17,22.98,4.46,1020.46875,34.2889553870318,10,9,12,282,1539086403.0,11.34388888888889
572.34,23.06,4.47,1020.78125,35.1724964109965,10,9,12,282,1539087303.0,11.34388888888889
585.94,23.74,4.61,1023.3125,35.8670221838874,10,9,12,282,1539088203.0,11.34388888888889
590.57,23.96,4.66,1024.1875,36.3646208389456,10,9,12,282,1539089103.0,11.34388888888889
582.13,23.78,4.53,1022.875,36.6594188123139,10,9,13,282,1539090003.0,11.34388888888889
588.43,23.95,4.59,1023.6875,36.747820348556,10,9,13,282,1539090903.0,11.34388888888889
599.33,23.41,4.5,1021.9375,36.6287180845472,10,9,13,282,1539091803.0,11.34388888888889
580.56,23.72,4.56,1022.9375,36.3035673062687,10,9,13,282,1539092703.0,11.34388888888889
591.8,23.46,4.54,1022.28125,35.7763082577729,10,9,14,282,1539093603.0,11.34388888888889
592.94,23.81,4.6,1023.21875,35.0531156054193,10,9,14,282,1539094503.0,11.34388888888889
590.25,23.82,4.62,1023.5,34.1421034299167,10,9,14,282,1539095403.0,11.34388888888889
543.28,23.07,4.48,1020.84375,33.0529831552199,10,9,14,282,1539096303.0,11.34388888888889
528.1,23.91,4.66,1024.03125,31.79654152929,10,9,15,282,1539097203.0,11.34388888888889
439.08,23.98,4.64,1024.3125,30.3842944577543,10,9,15,282,1539098103.0,11.34388888888889
461.73,24.27,4.72,1025.125,28.8281433939419,10,9,15,282,1539099003.0,11.34388888888889
401.55,24.82,4.81,1027.5,27.1400620149429,10,9,15,282,1539099903.0,11.34388888888889
289.33,25.54,4.97,1030.84375,25.3317875314854,10,9,16,282,1539100803.0,11.34388888888889
365.97,27.81,5.36,1038.96875,23.4147133201289,10,9,16,282,1539101703.0,11.34388888888889
281.5,27.72,5.31,1038.34375,21.3998476524459,10,9,16,282,1539102603.0,11.34388888888889
251.89,25.86,4.93,1031.3125,19.2975338873029,10,9,16,282,1539103503.0,11.34388888888889
163.3,24.62,4.79,1026.5625,17.1177683132843,10,9,17,282,1539104403.0,11.34388888888889
175.85,24.07,4.7,1024.5,14.8701660357073,10,9,17,282,1539105303.0,11.34388888888889
152.44,23.94,4.69,1024.21875,12.5640048646529,10,9,17,282,1539106203.0,11.34388888888889
44.18,23.0,4.53,1021.21875,10.2090011360717,10,9,17,282,1539107103.0,11.34388888888889
32.69,22.17,4.41,1018.25,7.8162940668083,10,9,18,282,1539108003.0,11.34388888888889
23.38,22.32,4.45,1018.84375,5.40147457734208,10,9,18,282,1539108903.0,11.34388888888889
13.92,22.36,4.46,1019.0,2.99573659310897,10,9,18,282,1539109803.0,11.34388888888889
6.18,21.81,4.37,1016.65625,0.690064790768924,10,9,18,282,1539110703.0,11.34388888888889
2.32,15.57,3.23,993.65625,0.83984144399177,10,10,7,283,1539157503.0,11.289166666666667
5.05,16.17,3.34,996.09375,3.14974948426554,10,10,8,283,1539158403.0,11.289166666666667
8.77,16.15,3.32,995.9375,5.54855009812261,10,10,8,283,1539159303.0,11.289166666666667
23.85,15.35,3.15,992.96875,7.9524111862884,10,10,8,283,1539160203.0,11.289166666666667
34.75,15.42,3.19,993.1875,10.3319520657129,10,10,8,283,1539161103.0,11.289166666666667
44.43,15.2,3.14,992.46875,12.6720522454432,10,10,9,283,1539162003.0,11.289166666666667
63.72,15.85,3.27,994.65625,14.9616960803125,10,10,9,283,1539162903.0,11.289166666666667
83.27,16.4,3.35,996.59375,17.191255705535,10,10,9,283,1539163803.0,11.289166666666667
94.3,16.98,3.49,998.90625,19.3512332458209,10,10,9,283,1539164703.0,11.289166666666667
112.14,17.59,3.58,1001.25,21.432072289478,10,10,10,283,1539165603.0,11.289166666666667
113.74,17.99,3.62,1002.3125,23.4237267649164,10,10,10,283,1539166503.0,11.289166666666667
133.02,18.07,3.67,1002.96875,25.3158219720837,10,10,10,283,1539167403.0,11.289166666666667
187.3,18.97,3.79,1005.78125,27.0973068104882,10,10,10,283,1539168303.0,11.289166666666667
298.07,19.06,3.82,1006.28125,28.7568853678338,10,10,11,283,1539169203.0,11.289166666666667
435.67,19.77,3.91,1008.65625,30.2827254830005,10,10,11,283,1539170103.0,11.289166666666667
534.81,21.9,4.38,1017.28125,31.6631512449965,10,10,11,283,1539171003.0,11.289166666666667
518.94,23.17,4.53,1021.0625,32.8862843399586,10,10,11,283,1539171903.0,11.289166666666667
551.38,23.7,4.62,1023.0,33.9409450887351,10,10,12,283,1539172803.0,11.289166666666667
559.27,23.4,4.5,1021.40625,34.8166014519778,10,10,12,283,1539173703.0,11.289166666666667
